layer_name,class_name,input_shape,activation_in_size,d_type,Filters,Filter_size,Activ_fun,use_B,output_shape,activation_out_size,Params
input_1,InputLayer,"[None, 600, 600, 3]",1080000,float32,NaN,NaN,NaN,NaN,"[None, 600, 600, 3]",1080000,0
conv2d_1,Conv2D,"[None, 600, 600, 3]",1,float32,16,"[3, 3]",linear,True,"[None, 300, 300, 16]",1440000,448
batch_normalization_1,BatchNormalization,"[None, 300, 300, 16]",1440000,float32,NaN,NaN,NaN,NaN,"[None, 300, 300, 16]",1440000,64
activation_1,Activation,"[None, 300, 300, 16]",1440000,float32,NaN,NaN,_hard_swish,NaN,"[None, 300, 300, 16]",1440000,0
conv2d_2,Conv2D,"[None, 300, 300, 16]",1440000,float32,16,"[1, 1]",linear,True,"[None, 300, 300, 16]",1440000,272
batch_normalization_2,BatchNormalization,"[None, 300, 300, 16]",1440000,float32,NaN,NaN,NaN,NaN,"[None, 300, 300, 16]",1440000,64
activation_2,Activation,"[None, 300, 300, 16]",1440000,float32,NaN,NaN,_relu6,NaN,"[None, 300, 300, 16]",1440000,0
depthwise_conv2d_1,DepthwiseConv2D,"[None, 300, 300, 16]",1440000,float32,NaN,"[3, 3]",linear,True,"[None, 300, 300, 16]",1440000,160
batch_normalization_3,BatchNormalization,"[None, 300, 300, 16]",1440000,float32,NaN,NaN,NaN,NaN,"[None, 300, 300, 16]",1440000,64
activation_3,Activation,"[None, 300, 300, 16]",1440000,float32,NaN,NaN,_relu6,NaN,"[None, 300, 300, 16]",1440000,0
conv2d_3,Conv2D,"[None, 300, 300, 16]",1440000,float32,16,"[1, 1]",linear,True,"[None, 300, 300, 16]",1440000,272
batch_normalization_4,BatchNormalization,"[None, 300, 300, 16]",1440000,float32,NaN,NaN,NaN,NaN,"[None, 300, 300, 16]",1440000,64
add_1,Add,"[None, 300, 300, 16]",1440000,float32,NaN,NaN,NaN,NaN,"[None, 300, 300, 16]",1440000,0
conv2d_4,Conv2D,"[None, 300, 300, 16]",1440000,float32,64,"[1, 1]",linear,True,"[None, 300, 300, 64]",5760000,1088
batch_normalization_5,BatchNormalization,"[None, 300, 300, 64]",5760000,float32,NaN,NaN,NaN,NaN,"[None, 300, 300, 64]",5760000,256
activation_4,Activation,"[None, 300, 300, 64]",5760000,float32,NaN,NaN,_relu6,NaN,"[None, 300, 300, 64]",5760000,0
depthwise_conv2d_2,DepthwiseConv2D,"[None, 300, 300, 64]",5760000,float32,NaN,"[3, 3]",linear,True,"[None, 150, 150, 64]",1440000,640
batch_normalization_6,BatchNormalization,"[None, 150, 150, 64]",1440000,float32,NaN,NaN,NaN,NaN,"[None, 150, 150, 64]",1440000,256
activation_5,Activation,"[None, 150, 150, 64]",1440000,float32,NaN,NaN,_relu6,NaN,"[None, 150, 150, 64]",1440000,0
conv2d_5,Conv2D,"[None, 150, 150, 64]",1440000,float32,24,"[1, 1]",linear,True,"[None, 150, 150, 24]",540000,1560
batch_normalization_7,BatchNormalization,"[None, 150, 150, 24]",540000,float32,NaN,NaN,NaN,NaN,"[None, 150, 150, 24]",540000,96
conv2d_6,Conv2D,"[None, 150, 150, 24]",540000,float32,72,"[1, 1]",linear,True,"[None, 150, 150, 72]",1620000,1800
batch_normalization_8,BatchNormalization,"[None, 150, 150, 72]",1620000,float32,NaN,NaN,NaN,NaN,"[None, 150, 150, 72]",1620000,288
activation_6,Activation,"[None, 150, 150, 72]",1620000,float32,NaN,NaN,_relu6,NaN,"[None, 150, 150, 72]",1620000,0
depthwise_conv2d_3,DepthwiseConv2D,"[None, 150, 150, 72]",1620000,float32,NaN,"[3, 3]",linear,True,"[None, 150, 150, 72]",1620000,720
batch_normalization_9,BatchNormalization,"[None, 150, 150, 72]",1620000,float32,NaN,NaN,NaN,NaN,"[None, 150, 150, 72]",1620000,288
activation_7,Activation,"[None, 150, 150, 72]",1620000,float32,NaN,NaN,_relu6,NaN,"[None, 150, 150, 72]",1620000,0
conv2d_7,Conv2D,"[None, 150, 150, 72]",1620000,float32,24,"[1, 1]",linear,True,"[None, 150, 150, 24]",540000,1752
batch_normalization_10,BatchNormalization,"[None, 150, 150, 24]",540000,float32,NaN,NaN,NaN,NaN,"[None, 150, 150, 24]",540000,96
add_2,Add,"[None, 150, 150, 24]",540000,float32,NaN,NaN,NaN,NaN,"[None, 150, 150, 24]",540000,0
conv2d_8,Conv2D,"[None, 150, 150, 24]",540000,float32,72,"[1, 1]",linear,True,"[None, 150, 150, 72]",1620000,1800
batch_normalization_11,BatchNormalization,"[None, 150, 150, 72]",1620000,float32,NaN,NaN,NaN,NaN,"[None, 150, 150, 72]",1620000,288
activation_8,Activation,"[None, 150, 150, 72]",1620000,float32,NaN,NaN,_relu6,NaN,"[None, 150, 150, 72]",1620000,0
depthwise_conv2d_4,DepthwiseConv2D,"[None, 150, 150, 72]",1620000,float32,NaN,"[5, 5]",linear,True,"[None, 75, 75, 72]",405000,1872
batch_normalization_12,BatchNormalization,"[None, 75, 75, 72]",405000,float32,NaN,NaN,NaN,NaN,"[None, 75, 75, 72]",405000,288
activation_9,Activation,"[None, 75, 75, 72]",405000,float32,NaN,NaN,_relu6,NaN,"[None, 75, 75, 72]",405000,0
global_average_pooling2d_1,GlobalAveragePooling2D,"[None, 75, 75, 72]",405000,float32,NaN,NaN,NaN,NaN,"[None, 72]",72,0
dense_1,Dense,"[None, 72]",72,float32,NaN,NaN,relu,True,"[None, 72]",72,5256
dense_2,Dense,"[None, 72]",72,float32,NaN,NaN,hard_sigmoid,True,"[None, 72]",72,5256
reshape_1,Reshape,"[None, 72]",72,float32,NaN,NaN,NaN,NaN,"[None, 1, 1, 72]",72,0
multiply_1,Multiply,"[None, 1, 1, 72]",72,float32,NaN,NaN,NaN,NaN,"[None, 75, 75, 72]",405000,0
conv2d_9,Conv2D,"[None, 75, 75, 72]",405000,float32,40,"[1, 1]",linear,True,"[None, 75, 75, 40]",225000,2920
batch_normalization_13,BatchNormalization,"[None, 75, 75, 40]",225000,float32,NaN,NaN,NaN,NaN,"[None, 75, 75, 40]",225000,160
conv2d_10,Conv2D,"[None, 75, 75, 40]",225000,float32,120,"[1, 1]",linear,True,"[None, 75, 75, 120]",675000,4920
batch_normalization_14,BatchNormalization,"[None, 75, 75, 120]",675000,float32,NaN,NaN,NaN,NaN,"[None, 75, 75, 120]",675000,480
activation_10,Activation,"[None, 75, 75, 120]",675000,float32,NaN,NaN,_relu6,NaN,"[None, 75, 75, 120]",675000,0
depthwise_conv2d_5,DepthwiseConv2D,"[None, 75, 75, 120]",675000,float32,NaN,"[5, 5]",linear,True,"[None, 75, 75, 120]",675000,3120
batch_normalization_15,BatchNormalization,"[None, 75, 75, 120]",675000,float32,NaN,NaN,NaN,NaN,"[None, 75, 75, 120]",675000,480
activation_11,Activation,"[None, 75, 75, 120]",675000,float32,NaN,NaN,_relu6,NaN,"[None, 75, 75, 120]",675000,0
global_average_pooling2d_2,GlobalAveragePooling2D,"[None, 75, 75, 120]",675000,float32,NaN,NaN,NaN,NaN,"[None, 120]",120,0
dense_3,Dense,"[None, 120]",120,float32,NaN,NaN,relu,True,"[None, 120]",120,14520
dense_4,Dense,"[None, 120]",120,float32,NaN,NaN,hard_sigmoid,True,"[None, 120]",120,14520
reshape_2,Reshape,"[None, 120]",120,float32,NaN,NaN,NaN,NaN,"[None, 1, 1, 120]",120,0
multiply_2,Multiply,"[None, 1, 1, 120]",120,float32,NaN,NaN,NaN,NaN,"[None, 75, 75, 120]",675000,0
conv2d_11,Conv2D,"[None, 75, 75, 120]",675000,float32,40,"[1, 1]",linear,True,"[None, 75, 75, 40]",225000,4840
batch_normalization_16,BatchNormalization,"[None, 75, 75, 40]",225000,float32,NaN,NaN,NaN,NaN,"[None, 75, 75, 40]",225000,160
add_3,Add,"[None, 75, 75, 40]",225000,float32,NaN,NaN,NaN,NaN,"[None, 75, 75, 40]",225000,0
conv2d_12,Conv2D,"[None, 75, 75, 40]",225000,float32,120,"[1, 1]",linear,True,"[None, 75, 75, 120]",675000,4920
batch_normalization_17,BatchNormalization,"[None, 75, 75, 120]",675000,float32,NaN,NaN,NaN,NaN,"[None, 75, 75, 120]",675000,480
activation_12,Activation,"[None, 75, 75, 120]",675000,float32,NaN,NaN,_relu6,NaN,"[None, 75, 75, 120]",675000,0
depthwise_conv2d_6,DepthwiseConv2D,"[None, 75, 75, 120]",675000,float32,NaN,"[5, 5]",linear,True,"[None, 75, 75, 120]",675000,3120
batch_normalization_18,BatchNormalization,"[None, 75, 75, 120]",675000,float32,NaN,NaN,NaN,NaN,"[None, 75, 75, 120]",675000,480
activation_13,Activation,"[None, 75, 75, 120]",675000,float32,NaN,NaN,_relu6,NaN,"[None, 75, 75, 120]",675000,0
global_average_pooling2d_3,GlobalAveragePooling2D,"[None, 75, 75, 120]",675000,float32,NaN,NaN,NaN,NaN,"[None, 120]",120,0
dense_5,Dense,"[None, 120]",120,float32,NaN,NaN,relu,True,"[None, 120]",120,14520
dense_6,Dense,"[None, 120]",120,float32,NaN,NaN,hard_sigmoid,True,"[None, 120]",120,14520
reshape_3,Reshape,"[None, 120]",120,float32,NaN,NaN,NaN,NaN,"[None, 1, 1, 120]",120,0
multiply_3,Multiply,"[None, 1, 1, 120]",120,float32,NaN,NaN,NaN,NaN,"[None, 75, 75, 120]",675000,0
conv2d_13,Conv2D,"[None, 75, 75, 120]",675000,float32,40,"[1, 1]",linear,True,"[None, 75, 75, 40]",225000,4840
batch_normalization_19,BatchNormalization,"[None, 75, 75, 40]",225000,float32,NaN,NaN,NaN,NaN,"[None, 75, 75, 40]",225000,160
add_4,Add,"[None, 75, 75, 40]",225000,float32,NaN,NaN,NaN,NaN,"[None, 75, 75, 40]",225000,0
conv2d_14,Conv2D,"[None, 75, 75, 40]",225000,float32,240,"[1, 1]",linear,True,"[None, 75, 75, 240]",1350000,9840
batch_normalization_20,BatchNormalization,"[None, 75, 75, 240]",1350000,float32,NaN,NaN,NaN,NaN,"[None, 75, 75, 240]",1350000,960
activation_14,Activation,"[None, 75, 75, 240]",1350000,float32,NaN,NaN,_hard_swish,NaN,"[None, 75, 75, 240]",1350000,0
depthwise_conv2d_7,DepthwiseConv2D,"[None, 75, 75, 240]",1350000,float32,NaN,"[3, 3]",linear,True,"[None, 38, 38, 240]",346560,2400
batch_normalization_21,BatchNormalization,"[None, 38, 38, 240]",346560,float32,NaN,NaN,NaN,NaN,"[None, 38, 38, 240]",346560,960
activation_15,Activation,"[None, 38, 38, 240]",346560,float32,NaN,NaN,_hard_swish,NaN,"[None, 38, 38, 240]",346560,0
conv2d_15,Conv2D,"[None, 38, 38, 240]",346560,float32,80,"[1, 1]",linear,True,"[None, 38, 38, 80]",115520,19280
batch_normalization_22,BatchNormalization,"[None, 38, 38, 80]",115520,float32,NaN,NaN,NaN,NaN,"[None, 38, 38, 80]",115520,320
conv2d_16,Conv2D,"[None, 38, 38, 80]",115520,float32,200,"[1, 1]",linear,True,"[None, 38, 38, 200]",288800,16200
batch_normalization_23,BatchNormalization,"[None, 38, 38, 200]",288800,float32,NaN,NaN,NaN,NaN,"[None, 38, 38, 200]",288800,800
activation_16,Activation,"[None, 38, 38, 200]",288800,float32,NaN,NaN,_hard_swish,NaN,"[None, 38, 38, 200]",288800,0
depthwise_conv2d_8,DepthwiseConv2D,"[None, 38, 38, 200]",288800,float32,NaN,"[3, 3]",linear,True,"[None, 38, 38, 200]",288800,2000
batch_normalization_24,BatchNormalization,"[None, 38, 38, 200]",288800,float32,NaN,NaN,NaN,NaN,"[None, 38, 38, 200]",288800,800
activation_17,Activation,"[None, 38, 38, 200]",288800,float32,NaN,NaN,_hard_swish,NaN,"[None, 38, 38, 200]",288800,0
conv2d_17,Conv2D,"[None, 38, 38, 200]",288800,float32,80,"[1, 1]",linear,True,"[None, 38, 38, 80]",115520,16080
batch_normalization_25,BatchNormalization,"[None, 38, 38, 80]",115520,float32,NaN,NaN,NaN,NaN,"[None, 38, 38, 80]",115520,320
add_5,Add,"[None, 38, 38, 80]",115520,float32,NaN,NaN,NaN,NaN,"[None, 38, 38, 80]",115520,0
conv2d_18,Conv2D,"[None, 38, 38, 80]",115520,float32,184,"[1, 1]",linear,True,"[None, 38, 38, 184]",265696,14904
batch_normalization_26,BatchNormalization,"[None, 38, 38, 184]",265696,float32,NaN,NaN,NaN,NaN,"[None, 38, 38, 184]",265696,736
activation_18,Activation,"[None, 38, 38, 184]",265696,float32,NaN,NaN,_hard_swish,NaN,"[None, 38, 38, 184]",265696,0
depthwise_conv2d_9,DepthwiseConv2D,"[None, 38, 38, 184]",265696,float32,NaN,"[3, 3]",linear,True,"[None, 38, 38, 184]",265696,1840
batch_normalization_27,BatchNormalization,"[None, 38, 38, 184]",265696,float32,NaN,NaN,NaN,NaN,"[None, 38, 38, 184]",265696,736
activation_19,Activation,"[None, 38, 38, 184]",265696,float32,NaN,NaN,_hard_swish,NaN,"[None, 38, 38, 184]",265696,0
conv2d_19,Conv2D,"[None, 38, 38, 184]",265696,float32,80,"[1, 1]",linear,True,"[None, 38, 38, 80]",115520,14800
batch_normalization_28,BatchNormalization,"[None, 38, 38, 80]",115520,float32,NaN,NaN,NaN,NaN,"[None, 38, 38, 80]",115520,320
add_6,Add,"[None, 38, 38, 80]",115520,float32,NaN,NaN,NaN,NaN,"[None, 38, 38, 80]",115520,0
conv2d_20,Conv2D,"[None, 38, 38, 80]",115520,float32,184,"[1, 1]",linear,True,"[None, 38, 38, 184]",265696,14904
batch_normalization_29,BatchNormalization,"[None, 38, 38, 184]",265696,float32,NaN,NaN,NaN,NaN,"[None, 38, 38, 184]",265696,736
activation_20,Activation,"[None, 38, 38, 184]",265696,float32,NaN,NaN,_hard_swish,NaN,"[None, 38, 38, 184]",265696,0
depthwise_conv2d_10,DepthwiseConv2D,"[None, 38, 38, 184]",265696,float32,NaN,"[3, 3]",linear,True,"[None, 38, 38, 184]",265696,1840
batch_normalization_30,BatchNormalization,"[None, 38, 38, 184]",265696,float32,NaN,NaN,NaN,NaN,"[None, 38, 38, 184]",265696,736
activation_21,Activation,"[None, 38, 38, 184]",265696,float32,NaN,NaN,_hard_swish,NaN,"[None, 38, 38, 184]",265696,0
conv2d_21,Conv2D,"[None, 38, 38, 184]",265696,float32,80,"[1, 1]",linear,True,"[None, 38, 38, 80]",115520,14800
batch_normalization_31,BatchNormalization,"[None, 38, 38, 80]",115520,float32,NaN,NaN,NaN,NaN,"[None, 38, 38, 80]",115520,320
add_7,Add,"[None, 38, 38, 80]",115520,float32,NaN,NaN,NaN,NaN,"[None, 38, 38, 80]",115520,0
conv2d_22,Conv2D,"[None, 38, 38, 80]",115520,float32,480,"[1, 1]",linear,True,"[None, 38, 38, 480]",693120,38880
batch_normalization_32,BatchNormalization,"[None, 38, 38, 480]",693120,float32,NaN,NaN,NaN,NaN,"[None, 38, 38, 480]",693120,1920
activation_22,Activation,"[None, 38, 38, 480]",693120,float32,NaN,NaN,_hard_swish,NaN,"[None, 38, 38, 480]",693120,0
depthwise_conv2d_11,DepthwiseConv2D,"[None, 38, 38, 480]",693120,float32,NaN,"[3, 3]",linear,True,"[None, 38, 38, 480]",693120,4800
batch_normalization_33,BatchNormalization,"[None, 38, 38, 480]",693120,float32,NaN,NaN,NaN,NaN,"[None, 38, 38, 480]",693120,1920
activation_23,Activation,"[None, 38, 38, 480]",693120,float32,NaN,NaN,_hard_swish,NaN,"[None, 38, 38, 480]",693120,0
