Model_name,Input_shape,nb_layers,nb_conv,nb_bn,nb_fc,nb_pooling,sum_activations,weighted_sum_neurons,fc_multiply,params_conv,params_bn,params_fc,flatten,avg_pooling
MobileNet-small0.75-v3,"(1, 1024, 1024, 3)",146,37,35,18,0,105757232,38339463168,1812608,2380442,23720,1817200,0,1
MobileNet-small0.75-v3,"(1, 1200, 1200, 3)",146,37,35,18,0,145659340,53363603504,1812608,2380442,23720,1817200,0,1
MobileNet-small0.75-v3,"(1, 1600, 1600, 3)",146,37,35,18,0,258174896,93599297280,1812608,2380442,23720,1817200,0,1
MobileNet-small0.75-v3,"(1, 1792, 1792, 3)",146,37,35,18,0,323850800,117410445312,1812608,2380442,23720,1817200,0,1
MobileNet-small0.75-v3,"(1, 2400, 2400, 3)",146,37,35,18,0,580874896,210595897280,1812608,2380442,23720,1817200,0,1
MobileNet-small1.0-v3,"(1, 32, 32, 3)",152,37,35,18,0,120720,39668224,1812608,2479144,24288,1817200,0,1
MobileNet-small1.0-v3,"(1, 56, 56, 3)",152,37,35,18,0,376272,150364096,1812608,2479144,24288,1817200,0,1
MobileNet-small1.0-v3,"(1, 64, 64, 3)",152,37,35,18,0,438192,152621056,1812608,2479144,24288,1817200,0,1
MobileNet-small1.0-v3,"(1, 75, 75, 3)",152,37,35,18,0,679035,289241536,1812608,2479144,24288,1817200,0,1
MobileNet-small1.0-v3,"(1, 112, 112, 3)",152,37,35,18,0,1355160,534365824,1812608,2479144,24288,1817200,0,1
MobileNet-small1.0-v3,"(1, 128, 128, 3)",152,37,35,18,0,1708080,604432384,1812608,2479144,24288,1817200,0,1
MobileNet-small1.0-v3,"(1, 150, 150, 3)",152,37,35,18,0,2483196,937318896,1812608,2479144,24288,1817200,0,1
MobileNet-small1.0-v3,"(1, 224, 224, 3)",152,37,35,18,0,5200272,1846913536,1812608,2479144,24288,1817200,0,1
MobileNet-small1.0-v3,"(1, 240, 240, 3)",152,37,35,18,0,6058264,2266873472,1812608,2479144,24288,1817200,0,1
MobileNet-small1.0-v3,"(1, 256, 256, 3)",152,37,35,18,0,6787632,2411677696,1812608,2479144,24288,1817200,0,1
MobileNet-small1.0-v3,"(1, 299, 299, 3)",152,37,35,18,0,9565563,3583962560,1812608,2479144,24288,1817200,0,1
MobileNet-small1.0-v3,"(1, 320, 320, 3)",152,37,35,18,0,10597296,3767111680,1812608,2479144,24288,1817200,0,1
MobileNet-small1.0-v3,"(1, 331, 331, 3)",152,37,35,18,0,11681659,4355844544,1812608,2479144,24288,1817200,0,1
MobileNet-small1.0-v3,"(1, 448, 448, 3)",152,37,35,18,0,20756400,7381602304,1812608,2479144,24288,1817200,0,1
MobileNet-small1.0-v3,"(1, 480, 480, 3)",152,37,35,18,0,23825296,8473479680,1812608,2479144,24288,1817200,0,1
MobileNet-small1.0-v3,"(1, 568, 568, 3)",152,37,35,18,0,33711568,12179406784,1812608,2479144,24288,1817200,0,1
MobileNet-small1.0-v3,"(1, 600, 600, 3)",152,37,35,18,0,37594032,13571288000,1812608,2479144,24288,1817200,0,1
MobileNet-small1.0-v3,"(1, 800, 800, 3)",152,37,35,18,0,66154896,23533857280,1812608,2479144,24288,1817200,0,1
MobileNet-small1.0-v3,"(1, 896, 896, 3)",152,37,35,18,0,82980912,29520357376,1812608,2479144,24288,1817200,0,1
MobileNet-small1.0-v3,"(1, 1024, 1024, 3)",152,37,35,18,0,108378672,38556583936,1812608,2479144,24288,1817200,0,1
MobileNet-small1.0-v3,"(1, 1200, 1200, 3)",152,37,35,18,0,149272024,53664643712,1812608,2479144,24288,1817200,0,1
MobileNet-small1.0-v3,"(1, 1600, 1600, 3)",152,37,35,18,0,264574896,94129377280,1812608,2479144,24288,1817200,0,1
MobileNet-small1.0-v3,"(1, 1792, 1792, 3)",152,37,35,18,0,331878960,118075377664,1812608,2479144,24288,1817200,0,1
MobileNet-small1.0-v3,"(1, 2400, 2400, 3)",152,37,35,18,0,595274896,211788577280,1812608,2479144,24288,1817200,0,1
MobileNet-small1.5-v3,"(1, 32, 32, 3)",146,37,35,18,0,122576,40092288,1812608,2676548,25424,1817200,0,1
MobileNet-small1.5-v3,"(1, 56, 56, 3)",146,37,35,18,0,382376,151956192,1812608,2676548,25424,1817200,0,1
MobileNet-small1.5-v3,"(1, 64, 64, 3)",146,37,35,18,0,445616,154317312,1812608,2676548,25424,1817200,0,1
MobileNet-small1.5-v3,"(1, 75, 75, 3)",146,37,35,18,0,690275,292282656,1812608,2676548,25424,1817200,0,1
MobileNet-small1.5-v3,"(1, 112, 112, 3)",146,37,35,18,0,1378256,540130848,1812608,2676548,25424,1817200,0,1
MobileNet-small1.5-v3,"(1, 128, 128, 3)",146,37,35,18,0,1737776,611217408,1812608,2676548,25424,1817200,0,1
MobileNet-small1.5-v3,"(1, 150, 150, 3)",146,37,35,18,0,2526164,947649680,1812608,2676548,25424,1817200,0,1
MobileNet-small1.5-v3,"(1, 224, 224, 3)",146,37,35,18,0,5291216,1867692672,1812608,2676548,25424,1817200,0,1
MobileNet-small1.5-v3,"(1, 240, 240, 3)",146,37,35,18,0,6163408,2291905568,1812608,2676548,25424,1817200,0,1
MobileNet-small1.5-v3,"(1, 256, 256, 3)",146,37,35,18,0,6906416,2438817792,1812608,2676548,25424,1817200,0,1
MobileNet-small1.5-v3,"(1, 299, 299, 3)",146,37,35,18,0,9731587,3623610656,1812608,2676548,25424,1817200,0,1
MobileNet-small1.5-v3,"(1, 320, 320, 3)",146,37,35,18,0,10782896,3809518080,1812608,2676548,25424,1817200,0,1
MobileNet-small1.5-v3,"(1, 331, 331, 3)",146,37,35,18,0,11884643,4404114720,1812608,2676548,25424,1817200,0,1
MobileNet-small1.5-v3,"(1, 448, 448, 3)",146,37,35,18,0,21120176,7464718848,1812608,2676548,25424,1817200,0,1
MobileNet-small1.5-v3,"(1, 480, 480, 3)",146,37,35,18,0,24242896,8568894080,1812608,2676548,25424,1817200,0,1
MobileNet-small1.5-v3,"(1, 568, 568, 3)",146,37,35,18,0,34300328,12315810528,1812608,2676548,25424,1817200,0,1
MobileNet-small1.5-v3,"(1, 600, 600, 3)",146,37,35,18,0,38250760,13723326560,1812608,2676548,25424,1817200,0,1
MobileNet-small1.5-v3,"(1, 800, 800, 3)",146,37,35,18,0,67314896,23798897280,1812608,2676548,25424,1817200,0,1
MobileNet-small1.5-v3,"(1, 896, 896, 3)",146,37,35,18,0,84436016,29852823552,1812608,2676548,25424,1817200,0,1
MobileNet-small1.5-v3,"(1, 1024, 1024, 3)",146,37,35,18,0,110279216,38990825472,1812608,2676548,25424,1817200,0,1
MobileNet-small1.5-v3,"(1, 1200, 1200, 3)",146,37,35,18,0,151885648,54266724128,1812608,2676548,25424,1817200,0,1
MobileNet-small1.5-v3,"(1, 1600, 1600, 3)",146,37,35,18,0,269214896,95189537280,1812608,2676548,25424,1817200,0,1
MobileNet-small1.5-v3,"(1, 1792, 1792, 3)",146,37,35,18,0,337699376,119405242368,1812608,2676548,25424,1817200,0,1
MobileNet-small1.5-v3,"(1, 2400, 2400, 3)",146,37,35,18,0,605714896,214173937280,1812608,2676548,25424,1817200,0,1
MobileNet-large1.0-v3,"(1, 32, 32, 3)",183,49,47,16,0,316528,113938176,6021504,3958824,48864,6029616,0,1
MobileNet-large1.0-v3,"(1, 56, 56, 3)",183,49,47,16,0,1000240,428567424,6021504,3958824,48864,6029616,0,1
MobileNet-large1.0-v3,"(1, 64, 64, 3)",183,49,47,16,0,1198000,448226304,6021504,3958824,48864,6029616,0,1
MobileNet-large1.0-v3,"(1, 75, 75, 3)",183,49,47,16,0,1815227,854930688,6021504,3958824,48864,6029616,0,1
MobileNet-large1.0-v3,"(1, 112, 112, 3)",183,49,47,16,0,3698128,1585937856,6021504,3958824,48864,6029616,0,1
MobileNet-large1.0-v3,"(1, 128, 128, 3)",183,49,47,16,0,4723888,1785378816,6021504,3958824,48864,6029616,0,1
MobileNet-large1.0-v3,"(1, 150, 150, 3)",183,49,47,16,0,6794332,2736485040,6021504,3958824,48864,6029616,0,1
MobileNet-large1.0-v3,"(1, 224, 224, 3)",183,49,47,16,0,14420080,5462548224,6021504,3958824,48864,6029616,0,1
MobileNet-large1.0-v3,"(1, 240, 240, 3)",183,49,47,16,0,16707536,6721810880,6021504,3958824,48864,6029616,0,1
MobileNet-large1.0-v3,"(1, 256, 256, 3)",183,49,47,16,0,18827440,7133988864,6021504,3958824,48864,6029616,0,1
MobileNet-large1.0-v3,"(1, 299, 299, 3)",183,49,47,16,0,26352187,10610693376,6021504,3958824,48864,6029616,0,1
MobileNet-large1.0-v3,"(1, 320, 320, 3)",183,49,47,16,0,29405104,11145446400,6021504,3958824,48864,6029616,0,1
MobileNet-large1.0-v3,"(1, 331, 331, 3)",183,49,47,16,0,32208059,12895808768,6021504,3958824,48864,6029616,0,1
MobileNet-large1.0-v3,"(1, 448, 448, 3)",183,49,47,16,0,57612208,21842666496,6021504,3958824,48864,6029616,0,1
MobileNet-large1.0-v3,"(1, 480, 480, 3)",183,49,47,16,0,66133104,25074118400,6021504,3958824,48864,6029616,0,1
MobileNet-large1.0-v3,"(1, 568, 568, 3)",183,49,47,16,0,93336368,35918211968,6021504,3958824,48864,6029616,0,1
MobileNet-large1.0-v3,"(1, 600, 600, 3)",183,49,47,16,0,104102384,40030614144,6021504,3958824,48864,6029616,0,1
MobileNet-large1.0-v3,"(1, 800, 800, 3)",183,49,47,16,0,183662704,69645868800,6021504,3958824,48864,6029616,0,1
MobileNet-large1.0-v3,"(1, 896, 896, 3)",183,49,47,16,0,230380720,87363139584,6021504,3958824,48864,6029616,0,1
MobileNet-large1.0-v3,"(1, 1024, 1024, 3)",183,49,47,16,0,300898480,114106189824,6021504,3958824,48864,6029616,0,1
MobileNet-large1.0-v3,"(1, 1200, 1200, 3)",183,49,47,16,0,413978576,158898822080,6021504,3958824,48864,6029616,0,1
MobileNet-large1.0-v3,"(1, 1600, 1600, 3)",183,49,47,16,0,734582704,278575948800,6021504,3958824,48864,6029616,0,1
MobileNet-large1.0-v3,"(1, 1792, 1792, 3)",183,49,47,16,0,921454768,349445031936,6021504,3958824,48864,6029616,0,1
MobileNet-large1.0-v3,"(1, 2400, 2400, 3)",183,49,47,16,0,1652782704,626792748800,6021504,3958824,48864,6029616,0,1
ResNet-18,"(1, 32, 32, 3)",89,21,19,1,1,291004,37666816,512000,11171008,15881,513000,0,1
ResNet-18,"(1, 56, 56, 3)",89,21,19,1,1,837852,131329024,512000,11171008,15881,513000,0,1
ResNet-18,"(1, 64, 64, 3)",89,21,19,1,1,1038652,150667264,512000,11171008,15881,513000,0,1
ResNet-18,"(1, 75, 75, 3)",89,21,19,1,1,1512009,251468544,512000,11171008,15881,513000,0,1
ResNet-18,"(1, 112, 112, 3)",89,21,19,1,1,3084796,493367296,512000,11171008,15881,513000,0,1
ResNet-18,"(1, 128, 128, 3)",89,21,19,1,1,3953212,602669056,512000,11171008,15881,513000,0,1
ResNet-18,"(1, 150, 150, 3)",89,21,19,1,1,5563096,889970368,512000,11171008,15881,513000,0,1
ResNet-18,"(1, 224, 224, 3)",89,21,19,1,1,11873212,1845673984,512000,11171008,15881,513000,0,1
ResNet-18,"(1, 240, 240, 3)",89,21,19,1,1,13681660,2184785920,512000,11171008,15881,513000,0,1
ResNet-18,"(1, 256, 256, 3)",89,21,19,1,1,15459388,2410676224,512000,11171008,15881,513000,0,1
ResNet-18,"(1, 299, 299, 3)",89,21,19,1,1,21412617,3453930240,512000,11171008,15881,513000,0,1
ResNet-18,"(1, 320, 320, 3)",89,21,19,1,1,24051004,3766681600,512000,11171008,15881,513000,0,1
ResNet-18,"(1, 331, 331, 3)",89,21,19,1,1,26147913,4212759296,512000,11171008,15881,513000,0,1
ResNet-18,"(1, 448, 448, 3)",89,21,19,1,1,46911292,7382695936,512000,11171008,15881,513000,0,1
ResNet-18,"(1, 480, 480, 3)",89,21,19,1,1,53809084,8475033600,512000,11171008,15881,513000,0,1
ResNet-18,"(1, 568, 568, 3)",89,21,19,1,1,75477212,12019690496,512000,11171008,15881,513000,0,1
ResNet-18,"(1, 600, 600, 3)",89,21,19,1,1,84163420,13403048960,512000,11171008,15881,513000,0,1
ResNet-18,"(1, 800, 800, 3)",89,21,19,1,1,148806844,23541760000,512000,11171008,15881,513000,0,1
ResNet-18,"(1, 896, 896, 3)",89,21,19,1,1,186531388,29530783744,512000,11171008,15881,513000,0,1
ResNet-18,"(1, 1024, 1024, 3)",89,21,19,1,1,243454012,38570819584,512000,11171008,15881,513000,0,1
ResNet-18,"(1, 1200, 1200, 3)",89,21,19,1,1,334433020,53290577920,512000,11171008,15881,513000,0,1
ResNet-18,"(1, 1600, 1600, 3)",89,21,19,1,1,593277244,94167040000,512000,11171008,15881,513000,0,1
ResNet-18,"(1, 1792, 1792, 3)",89,21,19,1,1,743947324,118123134976,512000,11171008,15881,513000,0,1
ResNet-18,"(1, 2400, 2400, 3)",89,21,19,1,1,1333427644,211875840000,512000,11171008,15881,513000,0,1
ResNet-34,"(1, 32, 32, 3)",161,37,35,1,1,453820,75415552,512000,21271744,30729,513000,0,1
ResNet-34,"(1, 56, 56, 3)",161,37,35,1,1,1306844,269052928,512000,21271744,30729,513000,0,1
ResNet-34,"(1, 64, 64, 3)",161,37,35,1,1,1579836,301662208,512000,21271744,30729,513000,0,1
ResNet-34,"(1, 75, 75, 3)",161,37,35,1,1,2320521,497498880,512000,21271744,30729,513000,0,1
ResNet-34,"(1, 112, 112, 3)",161,37,35,1,1,4644860,973484032,512000,21271744,30729,513000,0,1
ResNet-34,"(1, 128, 128, 3)",161,37,35,1,1,5942332,1206648832,512000,21271744,30729,513000,0,1
ResNet-34,"(1, 150, 150, 3)",161,37,35,1,1,8439000,1799184064,512000,21271744,30729,513000,0,1
ResNet-34,"(1, 224, 224, 3)",161,37,35,1,1,17762236,3695362048,512000,21271744,30729,513000,0,1
ResNet-34,"(1, 240, 240, 3)",161,37,35,1,1,20460028,4344721408,512000,21271744,30729,513000,0,1
ResNet-34,"(1, 256, 256, 3)",161,37,35,1,1,23109180,4826595328,512000,21271744,30729,513000,0,1
ResNet-34,"(1, 299, 299, 3)",161,37,35,1,1,32095049,6895627008,512000,21271744,30729,513000,0,1
ResNet-34,"(1, 320, 320, 3)",161,37,35,1,1,35913532,7541555200,512000,21271744,30729,513000,0,1
ResNet-34,"(1, 331, 331, 3)",161,37,35,1,1,39162505,8412969728,512000,21271744,30729,513000,0,1
ResNet-34,"(1, 448, 448, 3)",161,37,35,1,1,69964092,14781448192,512000,21271744,30729,513000,0,1
ResNet-34,"(1, 480, 480, 3)",161,37,35,1,1,80235452,16968499200,512000,21271744,30729,513000,0,1
ResNet-34,"(1, 568, 568, 3)",161,37,35,1,1,112744668,24123763712,512000,21271744,30729,513000,0,1
ResNet-34,"(1, 600, 600, 3)",161,37,35,1,1,125689180,26896747520,512000,21271744,30729,513000,0,1
ResNet-34,"(1, 800, 800, 3)",161,37,35,1,1,221640892,47134720000,512000,21271744,30729,513000,0,1
ResNet-34,"(1, 896, 896, 3)",161,37,35,1,1,277780540,59125792768,512000,21271744,30729,513000,0,1
ResNet-34,"(1, 1024, 1024, 3)",161,37,35,1,1,362482236,77225525248,512000,21271744,30729,513000,0,1
ResNet-34,"(1, 1200, 1200, 3)",161,37,35,1,1,497852668,106552864768,512000,21271744,30729,513000,0,1
ResNet-34,"(1, 1600, 1600, 3)",161,37,35,1,1,882930492,188538880000,512000,21271744,30729,513000,0,1
ResNet-34,"(1, 1792, 1792, 3)",161,37,35,1,1,1107064380,236503171072,512000,21271744,30729,513000,0,1
ResNet-34,"(1, 2400, 2400, 3)",161,37,35,1,1,1983900092,424212480000,512000,21271744,30729,513000,0,1
ResNet-50,"(1, 32, 32, 3)",177,53,53,1,1,765396,88129536,2048000,23481472,106240,2049000,0,1
ResNet-50,"(1, 56, 56, 3)",177,53,53,1,1,2500020,314379264,2048000,23481472,106240,2049000,0,1
ResNet-50,"(1, 64, 64, 3)",177,53,53,1,1,3040852,352518144,2048000,23481472,106240,2049000,0,1
ResNet-50,"(1, 75, 75, 3)",177,53,53,1,1,4617846,585976576,2048000,23481472,106240,2049000,0,1
ResNet-50,"(1, 112, 112, 3)",177,53,53,1,1,9433876,1143484416,2048000,23481472,106240,2049000,0,1
ResNet-50,"(1, 128, 128, 3)",177,53,53,1,1,12132180,1410072576,2048000,23481472,106240,2049000,0,1
ResNet-50,"(1, 150, 150, 3)",177,53,53,1,1,17501380,2102656704,2048000,23481472,106240,2049000,0,1
ResNet-50,"(1, 224, 224, 3)",177,53,53,1,1,37120212,4318347264,2048000,23481472,106240,2049000,0,1
ResNet-50,"(1, 240, 240, 3)",177,53,53,1,1,42902804,5089341440,2048000,23481472,106240,2049000,0,1
ResNet-50,"(1, 256, 256, 3)",177,53,53,1,1,48476500,5640290304,2048000,23481472,106240,2049000,0,1
ResNet-50,"(1, 299, 299, 3)",177,53,53,1,1,67819894,8074558208,2048000,23481472,106240,2049000,0,1
ResNet-50,"(1, 320, 320, 3)",177,53,53,1,1,75729492,8812953600,2048000,23481472,106240,2049000,0,1
ResNet-50,"(1, 331, 331, 3)",177,53,53,1,1,82902646,9849391872,2048000,23481472,106240,2049000,0,1
ResNet-50,"(1, 448, 448, 3)",177,53,53,1,1,148397140,17273389056,2048000,23481472,106240,2049000,0,1
ResNet-50,"(1, 480, 480, 3)",177,53,53,1,1,170347732,19829145600,2048000,23481472,106240,2049000,0,1
ResNet-50,"(1, 568, 568, 3)",177,53,53,1,1,240135604,28190379008,2048000,23481472,106240,2049000,0,1
ResNet-50,"(1, 600, 600, 3)",177,53,53,1,1,267852340,31430831104,2048000,23481472,106240,2049000,0,1
ResNet-50,"(1, 800, 800, 3)",177,53,53,1,1,473094612,55080960000,2048000,23481472,106240,2049000,0,1
ResNet-50,"(1, 896, 896, 3)",177,53,53,1,1,593431380,69093556224,2048000,23481472,106240,2049000,0,1
ResNet-50,"(1, 1024, 1024, 3)",177,53,53,1,1,775069012,90244644864,2048000,23481472,106240,2049000,0,1
ResNet-50,"(1, 1200, 1200, 3)",177,53,53,1,1,1065790484,124575395840,2048000,23481472,106240,2049000,0,1
ResNet-50,"(1, 1600, 1600, 3)",177,53,53,1,1,1892105812,220323840000,2048000,23481472,106240,2049000,0,1
ResNet-50,"(1, 1792, 1792, 3)",177,53,53,1,1,2373421396,276374224896,2048000,23481472,106240,2049000,0,1
ResNet-50,"(1, 2400, 2400, 3)",177,53,53,1,1,4257037012,495728640000,2048000,23481472,106240,2049000,0,1
ResNet-101,"(1, 32, 32, 3)",347,104,104,1,1,1148372,163889152,2048000,42447488,210688,2049000,0,1
ResNet-101,"(1, 56, 56, 3)",347,104,104,1,1,4031924,617417728,2048000,42447488,210688,2049000,0,1
ResNet-101,"(1, 64, 64, 3)",347,104,104,1,1,4572756,655556608,2048000,42447488,210688,2049000,0,1
ResNet-101,"(1, 75, 75, 3)",347,104,104,1,1,7011446,1059474176,2048000,42447488,210688,2049000,0,1
ResNet-101,"(1, 112, 112, 3)",347,104,104,1,1,14125332,2071539712,2048000,42447488,210688,2049000,0,1
ResNet-101,"(1, 128, 128, 3)",347,104,104,1,1,18259796,2622226432,2048000,42447488,210688,2049000,0,1
ResNet-101,"(1, 150, 150, 3)",347,104,104,1,1,27075780,3996647104,2048000,42447488,210688,2049000,0,1
ResNet-101,"(1, 224, 224, 3)",347,104,104,1,1,55886036,8030568448,2048000,42447488,210688,2049000,0,1
ResNet-101,"(1, 240, 240, 3)",347,104,104,1,1,64445204,9350819840,2048000,42447488,210688,2049000,0,1
ResNet-101,"(1, 256, 256, 3)",347,104,104,1,1,72986964,10488905728,2048000,42447488,210688,2049000,0,1
ResNet-101,"(1, 299, 299, 3)",347,104,104,1,1,102383478,14911863552,2048000,42447488,210688,2049000,0,1
ResNet-101,"(1, 320, 320, 3)",347,104,104,1,1,114027092,16388915200,2048000,42447488,210688,2049000,0,1
ResNet-101,"(1, 331, 331, 3)",347,104,104,1,1,125125750,18201889536,2048000,42447488,210688,2049000,0,1
ResNet-101,"(1, 448, 448, 3)",347,104,104,1,1,223460436,32122273792,2048000,42447488,210688,2049000,0,1
ResNet-101,"(1, 480, 480, 3)",347,104,104,1,1,256517332,36875059200,2048000,42447488,210688,2049000,0,1
ResNet-101,"(1, 568, 568, 3)",347,104,104,1,1,364219828,52736494592,2048000,42447488,210688,2049000,0,1
ResNet-101,"(1, 600, 600, 3)",347,104,104,1,1,406106676,58780052480,2048000,42447488,210688,2049000,0,1
ResNet-101,"(1, 800, 800, 3)",347,104,104,1,1,712454612,102430720000,2048000,42447488,210688,2049000,0,1
ResNet-101,"(1, 896, 896, 3)",347,104,104,1,1,893684564,128489095168,2048000,42447488,210688,2049000,0,1
ResNet-101,"(1, 1024, 1024, 3)",347,104,104,1,1,1167236436,167822491648,2048000,42447488,210688,2049000,0,1
ResNet-101,"(1, 1200, 1200, 3)",347,104,104,1,1,1604350484,231112355840,2048000,42447488,210688,2049000,0,1
ResNet-101,"(1, 1600, 1600, 3)",347,104,104,1,1,2849545812,409722880000,2048000,42447488,210688,2049000,0,1
ResNet-101,"(1, 1792, 1792, 3)",347,104,104,1,1,3574434132,513956380672,2048000,42447488,210688,2049000,0,1
ResNet-101,"(1, 2400, 2400, 3)",347,104,104,1,1,6411277012,921876480000,2048000,42447488,210688,2049000,0,1
ResNet-152,"(1, 32, 32, 3)",517,155,155,1,1,1621460,239648768,2048000,58068096,302848,2049000,0,1
ResNet-152,"(1, 56, 56, 3)",517,155,155,1,1,5755316,903744512,2048000,58068096,302848,2049000,0,1
ResNet-152,"(1, 64, 64, 3)",517,155,155,1,1,6465108,958595072,2048000,58068096,302848,2049000,0,1
ResNet-152,"(1, 75, 75, 3)",517,155,155,1,1,9968246,1532971776,2048000,58068096,302848,2049000,0,1
ResNet-152,"(1, 112, 112, 3)",517,155,155,1,1,19920660,2999595008,2048000,58068096,302848,2049000,0,1
ResNet-152,"(1, 128, 128, 3)",517,155,155,1,1,25829204,3834380288,2048000,58068096,302848,2049000,0,1
ResNet-152,"(1, 150, 150, 3)",517,155,155,1,1,38463684,5847187136,2048000,58068096,302848,2049000,0,1
ResNet-152,"(1, 224, 224, 3)",517,155,155,1,1,79067348,11742789632,2048000,58068096,302848,2049000,0,1
ResNet-152,"(1, 240, 240, 3)",517,155,155,1,1,91056404,13612298240,2048000,58068096,302848,2049000,0,1
ResNet-152,"(1, 256, 256, 3)",517,155,155,1,1,103264596,15337521152,2048000,58068096,302848,2049000,0,1
ResNet-152,"(1, 299, 299, 3)",517,155,155,1,1,145079670,21749168896,2048000,58068096,302848,2049000,0,1
ResNet-152,"(1, 320, 320, 3)",517,155,155,1,1,161335892,23964876800,2048000,58068096,302848,2049000,0,1
ResNet-152,"(1, 331, 331, 3)",517,155,155,1,1,177283702,26554387200,2048000,58068096,302848,2049000,0,1
ResNet-152,"(1, 448, 448, 3)",517,155,155,1,1,316185684,46971158528,2048000,58068096,302848,2049000,0,1
ResNet-152,"(1, 480, 480, 3)",517,155,155,1,1,362962132,53920972800,2048000,58068096,302848,2049000,0,1
ResNet-152,"(1, 568, 568, 3)",517,155,155,1,1,515889588,77123292160,2048000,58068096,302848,2049000,0,1
ResNet-152,"(1, 600, 600, 3)",517,155,155,1,1,575190580,85961042944,2048000,58068096,302848,2049000,0,1
ResNet-152,"(1, 800, 800, 3)",517,155,155,1,1,1008134612,149780480000,2048000,58068096,302848,2049000,0,1
ResNet-152,"(1, 896, 896, 3)",517,155,155,1,1,1264585556,187884634112,2048000,58068096,302848,2049000,0,1
ResNet-152,"(1, 1024, 1024, 3)",517,155,155,1,1,1651678548,245400338432,2048000,58068096,302848,2049000,0,1
ResNet-152,"(1, 1200, 1200, 3)",517,155,155,1,1,2269630484,337649315840,2048000,58068096,302848,2049000,0,1
ResNet-152,"(1, 1600, 1600, 3)",517,155,155,1,1,4032265812,599121920000,2048000,58068096,302848,2049000,0,1
ResNet-152,"(1, 1792, 1792, 3)",517,155,155,1,1,5058038100,751538536448,2048000,58068096,302848,2049000,0,1
ResNet-152,"(1, 2400, 2400, 3)",517,155,155,1,1,9072397012,1348024320000,2048000,58068096,302848,2049000,0,1
ResNet-50V2,"(1, 32, 32, 3)",192,53,49,1,4,691156,82821120,2048000,23473920,90880,2049000,0,1
ResNet-50V2,"(1, 56, 56, 3)",192,53,49,1,4,2202868,297999360,2048000,23473920,90880,2049000,0,1
ResNet-50V2,"(1, 64, 64, 3)",192,53,49,1,4,2633044,331284480,2048000,23473920,90880,2049000,0,1
ResNet-50V2,"(1, 75, 75, 3)",192,53,49,1,4,4033654,559381248,2048000,23473920,90880,2049000,0,1
ResNet-50V2,"(1, 112, 112, 3)",192,53,49,1,4,8091028,1084600320,2048000,23473920,90880,2049000,0,1
ResNet-50V2,"(1, 128, 128, 3)",192,53,49,1,4,10324564,1325137920,2048000,23473920,90880,2049000,0,1
ResNet-50V2,"(1, 150, 150, 3)",192,53,49,1,4,14940292,1982566080,2048000,23473920,90880,2049000,0,1
ResNet-50V2,"(1, 224, 224, 3)",192,53,49,1,4,31381204,4058234880,2048000,23473920,90880,2049000,0,1
ResNet-50V2,"(1, 240, 240, 3)",192,53,49,1,4,36339604,4803440640,2048000,23473920,90880,2049000,0,1
ResNet-50V2,"(1, 256, 256, 3)",192,53,49,1,4,40938580,5300551680,2048000,23473920,90880,2049000,0,1
ResNet-50V2,"(1, 299, 299, 3)",192,53,49,1,4,57431670,7619488512,2048000,23473920,90880,2049000,0,1
ResNet-50V2,"(1, 320, 320, 3)",192,53,49,1,4,63861076,8282112000,2048000,23473920,90880,2049000,0,1
ResNet-50V2,"(1, 331, 331, 3)",192,53,49,1,4,70136950,9290644224,2048000,23473920,90880,2049000,0,1
ResNet-50V2,"(1, 448, 448, 3)",192,53,49,1,4,124937044,16232939520,2048000,23473920,90880,2049000,0,1
ResNet-50V2,"(1, 480, 480, 3)",192,53,49,1,4,143379156,18634752000,2048000,23473920,90880,2049000,0,1
ResNet-50V2,"(1, 568, 568, 3)",192,53,49,1,4,202261748,26516724736,2048000,23473920,90880,2049000,0,1
ResNet-50V2,"(1, 600, 600, 3)",192,53,49,1,4,225554036,29563354112,2048000,23473920,90880,2049000,0,1
ResNet-50V2,"(1, 800, 800, 3)",192,53,49,1,4,397608916,51763200000,2048000,23473920,90880,2049000,0,1
ResNet-50V2,"(1, 896, 896, 3)",192,53,49,1,4,498628180,64931758080,2048000,23473920,90880,2049000,0,1
ResNet-50V2,"(1, 1024, 1024, 3)",192,53,49,1,4,651090004,84808826880,2048000,23473920,90880,2049000,0,1
ResNet-50V2,"(1, 1200, 1200, 3)",192,53,49,1,4,895520404,117172285440,2048000,23473920,90880,2049000,0,1
ResNet-50V2,"(1, 1600, 1600, 3)",192,53,49,1,4,1588479316,207052800000,2048000,23473920,90880,2049000,0,1
ResNet-50V2,"(1, 1792, 1792, 3)",192,53,49,1,4,1992328276,259727032320,2048000,23473920,90880,2049000,0,1
ResNet-50V2,"(1, 2400, 2400, 3)",192,53,49,1,4,3572629716,465868800000,2048000,23473920,90880,2049000,0,1
ResNet-101V2,"(1, 32, 32, 3)",379,104,100,1,4,1143764,158580736,2048000,42431232,195328,2049000,0,1
ResNet-101V2,"(1, 56, 56, 3)",379,104,100,1,4,3891444,601037824,2048000,42431232,195328,2049000,0,1
ResNet-101V2,"(1, 64, 64, 3)",379,104,100,1,4,4321620,634322944,2048000,42431232,195328,2049000,0,1
ResNet-101V2,"(1, 75, 75, 3)",379,104,100,1,4,6640502,1032878848,2048000,42431232,195328,2049000,0,1
ResNet-101V2,"(1, 112, 112, 3)",379,104,100,1,4,13134996,2012655616,2048000,42431232,195328,2049000,0,1
