layer_name,class_name,input_shape,activation_in_size,d_type,Filters,Filter_size,Activ_fun,use_B,output_shape,activation_out_size,Params
input_1,InputLayer,"[None, 90, 90, 3]",24300,float32,NaN,NaN,NaN,NaN,"[None, 90, 90, 3]",24300,0
conv2d_1,Conv2D,"[None, 90, 90, 3]",1,float32,16,"[3, 3]",linear,True,"[None, 45, 45, 16]",32400,448
batch_normalization_1,BatchNormalization,"[None, 45, 45, 16]",32400,float32,NaN,NaN,NaN,NaN,"[None, 45, 45, 16]",32400,64
activation_1,Activation,"[None, 45, 45, 16]",32400,float32,NaN,NaN,_hard_swish,NaN,"[None, 45, 45, 16]",32400,0
conv2d_2,Conv2D,"[None, 45, 45, 16]",32400,float32,16,"[1, 1]",linear,True,"[None, 45, 45, 16]",32400,272
batch_normalization_2,BatchNormalization,"[None, 45, 45, 16]",32400,float32,NaN,NaN,NaN,NaN,"[None, 45, 45, 16]",32400,64
activation_2,Activation,"[None, 45, 45, 16]",32400,float32,NaN,NaN,_relu6,NaN,"[None, 45, 45, 16]",32400,0
depthwise_conv2d_1,DepthwiseConv2D,"[None, 45, 45, 16]",32400,float32,NaN,"[3, 3]",linear,True,"[None, 23, 23, 16]",8464,160
batch_normalization_3,BatchNormalization,"[None, 23, 23, 16]",8464,float32,NaN,NaN,NaN,NaN,"[None, 23, 23, 16]",8464,64
activation_3,Activation,"[None, 23, 23, 16]",8464,float32,NaN,NaN,_relu6,NaN,"[None, 23, 23, 16]",8464,0
global_average_pooling2d_1,GlobalAveragePooling2D,"[None, 23, 23, 16]",8464,float32,NaN,NaN,NaN,NaN,"[None, 16]",16,0
dense_1,Dense,"[None, 16]",16,float32,NaN,NaN,relu,True,"[None, 16]",16,272
dense_2,Dense,"[None, 16]",16,float32,NaN,NaN,hard_sigmoid,True,"[None, 16]",16,272
reshape_1,Reshape,"[None, 16]",16,float32,NaN,NaN,NaN,NaN,"[None, 1, 1, 16]",16,0
multiply_1,Multiply,"[None, 1, 1, 16]",16,float32,NaN,NaN,NaN,NaN,"[None, 23, 23, 16]",8464,0
conv2d_3,Conv2D,"[None, 23, 23, 16]",8464,float32,16,"[1, 1]",linear,True,"[None, 23, 23, 16]",8464,272
batch_normalization_4,BatchNormalization,"[None, 23, 23, 16]",8464,float32,NaN,NaN,NaN,NaN,"[None, 23, 23, 16]",8464,64
conv2d_4,Conv2D,"[None, 23, 23, 16]",8464,float32,72,"[1, 1]",linear,True,"[None, 23, 23, 72]",38088,1224
batch_normalization_5,BatchNormalization,"[None, 23, 23, 72]",38088,float32,NaN,NaN,NaN,NaN,"[None, 23, 23, 72]",38088,288
activation_4,Activation,"[None, 23, 23, 72]",38088,float32,NaN,NaN,_relu6,NaN,"[None, 23, 23, 72]",38088,0
depthwise_conv2d_2,DepthwiseConv2D,"[None, 23, 23, 72]",38088,float32,NaN,"[3, 3]",linear,True,"[None, 12, 12, 72]",10368,720
batch_normalization_6,BatchNormalization,"[None, 12, 12, 72]",10368,float32,NaN,NaN,NaN,NaN,"[None, 12, 12, 72]",10368,288
activation_5,Activation,"[None, 12, 12, 72]",10368,float32,NaN,NaN,_relu6,NaN,"[None, 12, 12, 72]",10368,0
conv2d_5,Conv2D,"[None, 12, 12, 72]",10368,float32,24,"[1, 1]",linear,True,"[None, 12, 12, 24]",3456,1752
batch_normalization_7,BatchNormalization,"[None, 12, 12, 24]",3456,float32,NaN,NaN,NaN,NaN,"[None, 12, 12, 24]",3456,96
conv2d_6,Conv2D,"[None, 12, 12, 24]",3456,float32,88,"[1, 1]",linear,True,"[None, 12, 12, 88]",12672,2200
batch_normalization_8,BatchNormalization,"[None, 12, 12, 88]",12672,float32,NaN,NaN,NaN,NaN,"[None, 12, 12, 88]",12672,352
activation_6,Activation,"[None, 12, 12, 88]",12672,float32,NaN,NaN,_relu6,NaN,"[None, 12, 12, 88]",12672,0
depthwise_conv2d_3,DepthwiseConv2D,"[None, 12, 12, 88]",12672,float32,NaN,"[3, 3]",linear,True,"[None, 12, 12, 88]",12672,880
batch_normalization_9,BatchNormalization,"[None, 12, 12, 88]",12672,float32,NaN,NaN,NaN,NaN,"[None, 12, 12, 88]",12672,352
activation_7,Activation,"[None, 12, 12, 88]",12672,float32,NaN,NaN,_relu6,NaN,"[None, 12, 12, 88]",12672,0
conv2d_7,Conv2D,"[None, 12, 12, 88]",12672,float32,24,"[1, 1]",linear,True,"[None, 12, 12, 24]",3456,2136
batch_normalization_10,BatchNormalization,"[None, 12, 12, 24]",3456,float32,NaN,NaN,NaN,NaN,"[None, 12, 12, 24]",3456,96
add_1,Add,"[None, 12, 12, 24]",3456,float32,NaN,NaN,NaN,NaN,"[None, 12, 12, 24]",3456,0
conv2d_8,Conv2D,"[None, 12, 12, 24]",3456,float32,96,"[1, 1]",linear,True,"[None, 12, 12, 96]",13824,2400
batch_normalization_11,BatchNormalization,"[None, 12, 12, 96]",13824,float32,NaN,NaN,NaN,NaN,"[None, 12, 12, 96]",13824,384
activation_8,Activation,"[None, 12, 12, 96]",13824,float32,NaN,NaN,_hard_swish,NaN,"[None, 12, 12, 96]",13824,0
depthwise_conv2d_4,DepthwiseConv2D,"[None, 12, 12, 96]",13824,float32,NaN,"[5, 5]",linear,True,"[None, 6, 6, 96]",3456,2496
batch_normalization_12,BatchNormalization,"[None, 6, 6, 96]",3456,float32,NaN,NaN,NaN,NaN,"[None, 6, 6, 96]",3456,384
activation_9,Activation,"[None, 6, 6, 96]",3456,float32,NaN,NaN,_hard_swish,NaN,"[None, 6, 6, 96]",3456,0
global_average_pooling2d_2,GlobalAveragePooling2D,"[None, 6, 6, 96]",3456,float32,NaN,NaN,NaN,NaN,"[None, 96]",96,0
dense_3,Dense,"[None, 96]",96,float32,NaN,NaN,relu,True,"[None, 96]",96,9312
dense_4,Dense,"[None, 96]",96,float32,NaN,NaN,hard_sigmoid,True,"[None, 96]",96,9312
reshape_2,Reshape,"[None, 96]",96,float32,NaN,NaN,NaN,NaN,"[None, 1, 1, 96]",96,0
multiply_2,Multiply,"[None, 1, 1, 96]",96,float32,NaN,NaN,NaN,NaN,"[None, 6, 6, 96]",3456,0
conv2d_9,Conv2D,"[None, 6, 6, 96]",3456,float32,40,"[1, 1]",linear,True,"[None, 6, 6, 40]",1440,3880
batch_normalization_13,BatchNormalization,"[None, 6, 6, 40]",1440,float32,NaN,NaN,NaN,NaN,"[None, 6, 6, 40]",1440,160
conv2d_10,Conv2D,"[None, 6, 6, 40]",1440,float32,240,"[1, 1]",linear,True,"[None, 6, 6, 240]",8640,9840
batch_normalization_14,BatchNormalization,"[None, 6, 6, 240]",8640,float32,NaN,NaN,NaN,NaN,"[None, 6, 6, 240]",8640,960
activation_10,Activation,"[None, 6, 6, 240]",8640,float32,NaN,NaN,_hard_swish,NaN,"[None, 6, 6, 240]",8640,0
depthwise_conv2d_5,DepthwiseConv2D,"[None, 6, 6, 240]",8640,float32,NaN,"[5, 5]",linear,True,"[None, 6, 6, 240]",8640,6240
batch_normalization_15,BatchNormalization,"[None, 6, 6, 240]",8640,float32,NaN,NaN,NaN,NaN,"[None, 6, 6, 240]",8640,960
activation_11,Activation,"[None, 6, 6, 240]",8640,float32,NaN,NaN,_hard_swish,NaN,"[None, 6, 6, 240]",8640,0
global_average_pooling2d_3,GlobalAveragePooling2D,"[None, 6, 6, 240]",8640,float32,NaN,NaN,NaN,NaN,"[None, 240]",240,0
dense_5,Dense,"[None, 240]",240,float32,NaN,NaN,relu,True,"[None, 240]",240,57840
dense_6,Dense,"[None, 240]",240,float32,NaN,NaN,hard_sigmoid,True,"[None, 240]",240,57840
reshape_3,Reshape,"[None, 240]",240,float32,NaN,NaN,NaN,NaN,"[None, 1, 1, 240]",240,0
multiply_3,Multiply,"[None, 1, 1, 240]",240,float32,NaN,NaN,NaN,NaN,"[None, 6, 6, 240]",8640,0
conv2d_11,Conv2D,"[None, 6, 6, 240]",8640,float32,40,"[1, 1]",linear,True,"[None, 6, 6, 40]",1440,9640
