layer_name,class_name,input_shape,activation_in_size,d_type,Filters,Filter_size,Activ_fun,use_B,output_shape,activation_out_size,Params
input_1,InputLayer,"[None, 448, 448, 3]",602112,float32,NaN,NaN,NaN,NaN,"[None, 448, 448, 3]",602112,0
conv2d_1,Conv2D,"[None, 448, 448, 3]",1,float32,16,"[3, 3]",linear,True,"[None, 224, 224, 16]",802816,448
batch_normalization_1,BatchNormalization,"[None, 224, 224, 16]",802816,float32,NaN,NaN,NaN,NaN,"[None, 224, 224, 16]",802816,64
activation_1,Activation,"[None, 224, 224, 16]",802816,float32,NaN,NaN,_hard_swish,NaN,"[None, 224, 224, 16]",802816,0
conv2d_2,Conv2D,"[None, 224, 224, 16]",802816,float32,16,"[1, 1]",linear,True,"[None, 224, 224, 16]",802816,272
batch_normalization_2,BatchNormalization,"[None, 224, 224, 16]",802816,float32,NaN,NaN,NaN,NaN,"[None, 224, 224, 16]",802816,64
activation_2,Activation,"[None, 224, 224, 16]",802816,float32,NaN,NaN,_relu6,NaN,"[None, 224, 224, 16]",802816,0
depthwise_conv2d_1,DepthwiseConv2D,"[None, 224, 224, 16]",802816,float32,NaN,"[3, 3]",linear,True,"[None, 112, 112, 16]",200704,160
batch_normalization_3,BatchNormalization,"[None, 112, 112, 16]",200704,float32,NaN,NaN,NaN,NaN,"[None, 112, 112, 16]",200704,64
activation_3,Activation,"[None, 112, 112, 16]",200704,float32,NaN,NaN,_relu6,NaN,"[None, 112, 112, 16]",200704,0
global_average_pooling2d_1,GlobalAveragePooling2D,"[None, 112, 112, 16]",200704,float32,NaN,NaN,NaN,NaN,"[None, 16]",16,0
dense_1,Dense,"[None, 16]",16,float32,NaN,NaN,relu,True,"[None, 16]",16,272
dense_2,Dense,"[None, 16]",16,float32,NaN,NaN,hard_sigmoid,True,"[None, 16]",16,272
reshape_1,Reshape,"[None, 16]",16,float32,NaN,NaN,NaN,NaN,"[None, 1, 1, 16]",16,0
multiply_1,Multiply,"[None, 1, 1, 16]",16,float32,NaN,NaN,NaN,NaN,"[None, 112, 112, 16]",200704,0
conv2d_3,Conv2D,"[None, 112, 112, 16]",200704,float32,24,"[1, 1]",linear,True,"[None, 112, 112, 24]",301056,408
batch_normalization_4,BatchNormalization,"[None, 112, 112, 24]",301056,float32,NaN,NaN,NaN,NaN,"[None, 112, 112, 24]",301056,96
conv2d_4,Conv2D,"[None, 112, 112, 24]",301056,float32,72,"[1, 1]",linear,True,"[None, 112, 112, 72]",903168,1800
batch_normalization_5,BatchNormalization,"[None, 112, 112, 72]",903168,float32,NaN,NaN,NaN,NaN,"[None, 112, 112, 72]",903168,288
activation_4,Activation,"[None, 112, 112, 72]",903168,float32,NaN,NaN,_relu6,NaN,"[None, 112, 112, 72]",903168,0
depthwise_conv2d_2,DepthwiseConv2D,"[None, 112, 112, 72]",903168,float32,NaN,"[3, 3]",linear,True,"[None, 56, 56, 72]",225792,720
batch_normalization_6,BatchNormalization,"[None, 56, 56, 72]",225792,float32,NaN,NaN,NaN,NaN,"[None, 56, 56, 72]",225792,288
activation_5,Activation,"[None, 56, 56, 72]",225792,float32,NaN,NaN,_relu6,NaN,"[None, 56, 56, 72]",225792,0
conv2d_5,Conv2D,"[None, 56, 56, 72]",225792,float32,36,"[1, 1]",linear,True,"[None, 56, 56, 36]",112896,2628
batch_normalization_7,BatchNormalization,"[None, 56, 56, 36]",112896,float32,NaN,NaN,NaN,NaN,"[None, 56, 56, 36]",112896,144
conv2d_6,Conv2D,"[None, 56, 56, 36]",112896,float32,88,"[1, 1]",linear,True,"[None, 56, 56, 88]",275968,3256
batch_normalization_8,BatchNormalization,"[None, 56, 56, 88]",275968,float32,NaN,NaN,NaN,NaN,"[None, 56, 56, 88]",275968,352
activation_6,Activation,"[None, 56, 56, 88]",275968,float32,NaN,NaN,_relu6,NaN,"[None, 56, 56, 88]",275968,0
depthwise_conv2d_3,DepthwiseConv2D,"[None, 56, 56, 88]",275968,float32,NaN,"[3, 3]",linear,True,"[None, 56, 56, 88]",275968,880
batch_normalization_9,BatchNormalization,"[None, 56, 56, 88]",275968,float32,NaN,NaN,NaN,NaN,"[None, 56, 56, 88]",275968,352
activation_7,Activation,"[None, 56, 56, 88]",275968,float32,NaN,NaN,_relu6,NaN,"[None, 56, 56, 88]",275968,0
conv2d_7,Conv2D,"[None, 56, 56, 88]",275968,float32,36,"[1, 1]",linear,True,"[None, 56, 56, 36]",112896,3204
batch_normalization_10,BatchNormalization,"[None, 56, 56, 36]",112896,float32,NaN,NaN,NaN,NaN,"[None, 56, 56, 36]",112896,144
conv2d_8,Conv2D,"[None, 56, 56, 36]",112896,float32,96,"[1, 1]",linear,True,"[None, 56, 56, 96]",301056,3552
batch_normalization_11,BatchNormalization,"[None, 56, 56, 96]",301056,float32,NaN,NaN,NaN,NaN,"[None, 56, 56, 96]",301056,384
activation_8,Activation,"[None, 56, 56, 96]",301056,float32,NaN,NaN,_hard_swish,NaN,"[None, 56, 56, 96]",301056,0
